,day,infected,type,stat,type_pretty
0,0.0,0.0,infected,mean,0%
1,1.0,0.0,infected,mean,0%
2,2.0,0.006699999999999998,infected,mean,0%
3,3.0,0.012700000000000017,infected,mean,0%
4,4.0,0.024500000000000022,infected,mean,0%
5,5.0,0.019199999999999995,infected,mean,0%
6,6.0,0.026100000000000012,infected,mean,0%
7,7.0,0.027099999999999902,infected,mean,0%
8,8.0,-0.0050000000000000044,infected,mean,0%
9,9.0,0.010000000000000009,infected,mean,0%
10,10.0,0.024800000000000155,infected,mean,0%
11,11.0,0.027699999999999836,infected,mean,0%
12,12.0,0.02059999999999995,infected,mean,0%
13,13.0,0.03139999999999965,infected,mean,0%
14,14.0,0.04300000000000015,infected,mean,0%
15,15.0,0.005900000000000016,infected,mean,0%
16,16.0,0.0036999999999998145,infected,mean,0%
17,17.0,0.012299999999999756,infected,mean,0%
18,18.0,0.07359999999999989,infected,mean,0%
19,19.0,0.06449999999999978,infected,mean,0%
20,20.0,0.08370000000000033,infected,mean,0%
21,21.0,0.09720000000000084,infected,mean,0%
22,22.0,0.043300000000000116,infected,mean,0%
23,23.0,0.038200000000000234,infected,mean,0%
24,24.0,0.060100000000000264,infected,mean,0%
25,25.0,0.03570000000000029,infected,mean,0%
26,26.0,0.03059999999999974,infected,mean,0%
27,27.0,-0.00849999999999973,infected,mean,0%
28,28.0,0.0033000000000003027,infected,mean,0%
29,29.0,-0.025000000000000355,infected,mean,0%
30,30.0,-0.028100000000000236,infected,mean,0%
31,31.0,-0.03230000000000022,infected,mean,0%
32,32.0,-0.07540000000000013,infected,mean,0%
33,33.0,-0.043400000000000105,infected,mean,0%
34,34.0,-0.03080000000000016,infected,mean,0%
35,35.0,-0.03610000000000024,infected,mean,0%
36,36.0,-0.06240000000000001,infected,mean,0%
37,37.0,-0.09529999999999994,infected,mean,0%
38,38.0,-0.11610000000000031,infected,mean,0%
39,39.0,-0.12130000000000019,infected,mean,0%
40,40.0,-0.17790000000000017,infected,mean,0%
41,41.0,-0.19489999999999963,infected,mean,0%
42,42.0,-0.2184999999999997,infected,mean,0%
43,43.0,-0.12060000000000004,infected,mean,0%
44,44.0,-0.14040000000000008,infected,mean,0%
45,45.0,-0.17399999999999993,infected,mean,0%
46,46.0,-0.15010000000000012,infected,mean,0%
47,47.0,-0.1328999999999998,infected,mean,0%
48,48.0,-0.11130000000000084,infected,mean,0%
49,49.0,-0.10349999999999948,infected,mean,0%
50,50.0,-0.007099999999999884,infected,mean,0%
51,51.0,-0.017900000000000027,infected,mean,0%
52,52.0,0.0009000000000001229,infected,mean,0%
53,53.0,0.0017000000000000348,infected,mean,0%
54,54.0,0.019000000000000128,infected,mean,0%
55,55.0,0.0671999999999997,infected,mean,0%
56,56.0,0.06559999999999988,infected,mean,0%
57,57.0,0.047599999999999865,infected,mean,0%
58,58.0,0.06510000000000016,infected,mean,0%
59,59.0,0.09460000000000024,infected,mean,0%
60,60.0,0.0613999999999999,infected,mean,0%
61,0.0,0.0,infected,mean,10%
62,1.0,0.0,infected,mean,10%
63,2.0,0.005299999999999999,infected,mean,10%
64,3.0,0.001700000000000007,infected,mean,10%
65,4.0,-0.0029000000000000137,infected,mean,10%
66,5.0,0.011600000000000055,infected,mean,10%
67,6.0,0.019600000000000062,infected,mean,10%
68,7.0,0.010699999999999932,infected,mean,10%
69,8.0,0.006900000000000017,infected,mean,10%
70,9.0,0.01629999999999998,infected,mean,10%
71,10.0,0.0031000000000001027,infected,mean,10%
72,11.0,0.015600000000000058,infected,mean,10%
73,12.0,0.021399999999999864,infected,mean,10%
74,13.0,-0.007400000000000073,infected,mean,10%
75,14.0,-0.007699999999999818,infected,mean,10%
76,15.0,-0.020500000000000185,infected,mean,10%
77,16.0,-0.02540000000000009,infected,mean,10%
78,17.0,-0.0777000000000001,infected,mean,10%
79,18.0,-0.05180000000000007,infected,mean,10%
80,19.0,-0.04820000000000002,infected,mean,10%
81,20.0,-0.023000000000000576,infected,mean,10%
82,21.0,-0.014899999999999913,infected,mean,10%
83,22.0,-0.0031000000000001027,infected,mean,10%
84,23.0,0.007800000000000029,infected,mean,10%
85,24.0,0.03770000000000007,infected,mean,10%
86,25.0,0.043500000000000316,infected,mean,10%
87,26.0,0.07010000000000005,infected,mean,10%
88,27.0,0.11040000000000028,infected,mean,10%
89,28.0,0.10709999999999997,infected,mean,10%
90,29.0,0.035700000000000065,infected,mean,10%
91,30.0,0.036499999999999755,infected,mean,10%
92,31.0,0.039699999999999847,infected,mean,10%
93,32.0,0.04919999999999991,infected,mean,10%
94,33.0,0.03399999999999981,infected,mean,10%
95,34.0,0.0766,infected,mean,10%
96,35.0,0.10430000000000028,infected,mean,10%
97,36.0,0.03490000000000015,infected,mean,10%
98,37.0,0.05010000000000003,infected,mean,10%
99,38.0,0.03160000000000007,infected,mean,10%
100,39.0,0.02740000000000009,infected,mean,10%
101,40.0,0.04760000000000009,infected,mean,10%
102,41.0,0.0691000000000006,infected,mean,10%
103,42.0,0.04139999999999944,infected,mean,10%
104,43.0,-0.009200000000000097,infected,mean,10%
105,44.0,-0.024699999999999944,infected,mean,10%
106,45.0,-0.04850000000000021,infected,mean,10%
107,46.0,-0.032399999999999984,infected,mean,10%
108,47.0,-0.020600000000000396,infected,mean,10%
109,48.0,-0.06769999999999987,infected,mean,10%
110,49.0,-0.06130000000000013,infected,mean,10%
111,50.0,-0.015100000000000113,infected,mean,10%
112,51.0,-0.0033999999999998476,infected,mean,10%
113,52.0,0.011100000000000332,infected,mean,10%
114,53.0,0.012199999999999989,infected,mean,10%
115,54.0,0.011800000000000033,infected,mean,10%
116,55.0,-0.006400000000000183,infected,mean,10%
117,56.0,0.06009999999999982,infected,mean,10%
118,57.0,-0.03309999999999991,infected,mean,10%
119,58.0,-0.03730000000000011,infected,mean,10%
120,59.0,-0.049900000000000055,infected,mean,10%
121,60.0,-0.04070000000000018,infected,mean,10%
122,0.0,0.0,infected,mean,40%
123,1.0,0.0,infected,mean,40%
124,2.0,0.003700000000000002,infected,mean,40%
125,3.0,0.004699999999999996,infected,mean,40%
126,4.0,0.006399999999999989,infected,mean,40%
127,5.0,0.006500000000000006,infected,mean,40%
128,6.0,0.01750000000000007,infected,mean,40%
129,7.0,0.022599999999999953,infected,mean,40%
130,8.0,0.01150000000000001,infected,mean,40%
131,9.0,0.012600000000000056,infected,mean,40%
132,10.0,-0.0034999999999999476,infected,mean,40%
133,11.0,-0.0037000000000000366,infected,mean,40%
134,12.0,-0.009700000000000042,infected,mean,40%
135,13.0,-0.008299999999999974,infected,mean,40%
136,14.0,-0.009500000000000064,infected,mean,40%
137,15.0,-0.009399999999999964,infected,mean,40%
138,16.0,0.006000000000000005,infected,mean,40%
139,17.0,0.0006999999999999229,infected,mean,40%
140,18.0,0.007900000000000018,infected,mean,40%
141,19.0,0.02929999999999988,infected,mean,40%
142,20.0,0.04779999999999984,infected,mean,40%
143,21.0,0.06440000000000001,infected,mean,40%
144,22.0,0.028099999999999792,infected,mean,40%
145,23.0,0.025500000000000078,infected,mean,40%
146,24.0,0.033299999999999885,infected,mean,40%
147,25.0,0.03600000000000003,infected,mean,40%
148,26.0,0.01540000000000008,infected,mean,40%
149,27.0,0.047800000000000065,infected,mean,40%
150,28.0,0.06849999999999978,infected,mean,40%
151,29.0,0.0625,infected,mean,40%
152,30.0,0.04259999999999997,infected,mean,40%
153,31.0,0.036599999999999966,infected,mean,40%
154,32.0,0.010699999999999932,infected,mean,40%
155,33.0,0.0034000000000000696,infected,mean,40%
156,34.0,0.04190000000000005,infected,mean,40%
157,35.0,0.038899999999999935,infected,mean,40%
158,36.0,0.026499999999999968,infected,mean,40%
159,37.0,0.02980000000000005,infected,mean,40%
160,38.0,0.03420000000000001,infected,mean,40%
161,39.0,0.05069999999999997,infected,mean,40%
162,40.0,0.08309999999999995,infected,mean,40%
163,41.0,0.08250000000000002,infected,mean,40%
164,42.0,0.05920000000000014,infected,mean,40%
165,43.0,0.03509999999999991,infected,mean,40%
166,44.0,0.032200000000000006,infected,mean,40%
167,45.0,0.027900000000000036,infected,mean,40%
168,46.0,0.0259999999999998,infected,mean,40%
169,47.0,0.012099999999999778,infected,mean,40%
170,48.0,0.019500000000000295,infected,mean,40%
171,49.0,0.03249999999999975,infected,mean,40%
172,50.0,-0.025000000000000133,infected,mean,40%
173,51.0,-0.009600000000000053,infected,mean,40%
174,52.0,-0.005800000000000027,infected,mean,40%
175,53.0,-0.012399999999999967,infected,mean,40%
176,54.0,-0.019600000000000062,infected,mean,40%
177,55.0,0.0047000000000001485,infected,mean,40%
178,56.0,-0.017900000000000027,infected,mean,40%
179,57.0,0.028100000000000014,infected,mean,40%
180,58.0,0.022199999999999998,infected,mean,40%
181,59.0,0.019199999999999884,infected,mean,40%
182,60.0,0.018299999999999983,infected,mean,40%
183,0.0,0.0,infected,mean,70%
184,1.0,0.0,infected,mean,70%
185,2.0,0.004,infected,mean,70%
186,3.0,0.0033000000000000043,infected,mean,70%
187,4.0,-0.001700000000000007,infected,mean,70%
188,5.0,0.0024000000000000132,infected,mean,70%
189,6.0,0.009099999999999997,infected,mean,70%
190,7.0,0.009800000000000003,infected,mean,70%
191,8.0,0.009700000000000014,infected,mean,70%
192,9.0,0.0030999999999999917,infected,mean,70%
193,10.0,-0.005599999999999994,infected,mean,70%
194,11.0,0.0010999999999999899,infected,mean,70%
195,12.0,0.005499999999999949,infected,mean,70%
196,13.0,-0.0025000000000000022,infected,mean,70%
197,14.0,-0.018199999999999994,infected,mean,70%
198,15.0,-0.0126,infected,mean,70%
199,16.0,-0.009500000000000008,infected,mean,70%
200,17.0,-0.012899999999999967,infected,mean,70%
201,18.0,-0.016100000000000003,infected,mean,70%
202,19.0,-0.0030999999999999917,infected,mean,70%
203,20.0,-0.0036999999999999256,infected,mean,70%
204,21.0,-0.007799999999999918,infected,mean,70%
205,22.0,0.010099999999999998,infected,mean,70%
206,23.0,0.0012000000000000899,infected,mean,70%
207,24.0,-0.0031999999999999806,infected,mean,70%
208,25.0,0.0041999999999999815,infected,mean,70%
209,26.0,-0.007399999999999962,infected,mean,70%
210,27.0,0.00660000000000005,infected,mean,70%
211,28.0,-0.0037000000000000366,infected,mean,70%
212,29.0,-0.0040999999999999925,infected,mean,70%
213,30.0,-0.01649999999999996,infected,mean,70%
214,31.0,-0.03749999999999998,infected,mean,70%
215,32.0,-0.03179999999999994,infected,mean,70%
216,33.0,-0.027800000000000047,infected,mean,70%
217,34.0,-0.02650000000000008,infected,mean,70%
218,35.0,-0.022500000000000075,infected,mean,70%
219,36.0,-9.999999999998899e-05,infected,mean,70%
220,37.0,0.01759999999999995,infected,mean,70%
221,38.0,0.022599999999999953,infected,mean,70%
222,39.0,0.018199999999999994,infected,mean,70%
223,40.0,0.0049000000000000155,infected,mean,70%
224,41.0,0.0009000000000000119,infected,mean,70%
225,42.0,0.008199999999999985,infected,mean,70%
226,43.0,0.017900000000000027,infected,mean,70%
227,44.0,0.029200000000000004,infected,mean,70%
228,45.0,0.030899999999999928,infected,mean,70%
229,46.0,0.037900000000000045,infected,mean,70%
230,47.0,0.03490000000000004,infected,mean,70%
231,48.0,0.0363,infected,mean,70%
232,49.0,0.031000000000000028,infected,mean,70%
233,50.0,0.020199999999999996,infected,mean,70%
234,51.0,0.022500000000000075,infected,mean,70%
235,52.0,0.02090000000000003,infected,mean,70%
236,53.0,0.01319999999999999,infected,mean,70%
237,54.0,0.015200000000000102,infected,mean,70%
238,55.0,0.016900000000000026,infected,mean,70%
239,56.0,0.012599999999999945,infected,mean,70%
240,57.0,0.0015000000000000568,infected,mean,70%
241,58.0,0.010199999999999987,infected,mean,70%
242,59.0,0.0019000000000000128,infected,mean,70%
243,60.0,-0.014799999999999924,infected,mean,70%
244,0.0,0.0,infected,variance,0%
245,1.0,0.0,infected,variance,0%
246,2.0,0.007599999999999996,infected,variance,0%
247,3.0,0.020000000000000018,infected,variance,0%
248,4.0,0.06930000000000003,infected,variance,0%
249,5.0,0.09360000000000013,infected,variance,0%
250,6.0,0.20690000000000008,infected,variance,0%
251,7.0,0.21209999999999996,infected,variance,0%
252,8.0,-0.017800000000000038,infected,variance,0%
253,9.0,0.027200000000000113,infected,variance,0%
254,10.0,0.06730000000000036,infected,variance,0%
255,11.0,0.20199999999999996,infected,variance,0%
256,12.0,0.18120000000000047,infected,variance,0%
257,13.0,0.30429999999999957,infected,variance,0%
258,14.0,0.43210000000000015,infected,variance,0%
259,15.0,0.09919999999999973,infected,variance,0%
260,16.0,0.07839999999999936,infected,variance,0%
261,17.0,0.0738000000000012,infected,variance,0%
262,18.0,0.7200000000000006,infected,variance,0%
263,19.0,0.622399999999999,infected,variance,0%
264,20.0,1.476700000000001,infected,variance,0%
265,21.0,1.374799999999997,infected,variance,0%
266,22.0,0.20249999999999968,infected,variance,0%
267,23.0,0.41270000000000007,infected,variance,0%
268,24.0,0.7192000000000007,infected,variance,0%
269,25.0,0.9245999999999999,infected,variance,0%
270,26.0,1.0279999999999987,infected,variance,0%
271,27.0,1.0102999999999973,infected,variance,0%
272,28.0,1.1571999999999996,infected,variance,0%
273,29.0,-0.08830000000000027,infected,variance,0%
274,30.0,-0.03530000000000033,infected,variance,0%
275,31.0,-0.04949999999999832,infected,variance,0%
276,32.0,-0.5181000000000004,infected,variance,0%
277,33.0,-0.49549999999999983,infected,variance,0%
278,34.0,-0.35749999999999815,infected,variance,0%
279,35.0,-0.10100000000000264,infected,variance,0%
280,36.0,-0.024299999999999322,infected,variance,0%
281,37.0,-0.10870000000000068,infected,variance,0%
282,38.0,-0.47550000000000026,infected,variance,0%
283,39.0,-0.4442000000000004,infected,variance,0%
284,40.0,-0.6424000000000021,infected,variance,0%
285,41.0,-0.7903999999999982,infected,variance,0%
286,42.0,-1.3291000000000004,infected,variance,0%
287,43.0,-0.6167000000000007,infected,variance,0%
288,44.0,-0.5287000000000006,infected,variance,0%
289,45.0,-0.9725000000000001,infected,variance,0%
290,46.0,-1.1763999999999992,infected,variance,0%
291,47.0,-0.6643000000000008,infected,variance,0%
292,48.0,-0.2674999999999983,infected,variance,0%
293,49.0,-0.3210000000000015,infected,variance,0%
294,50.0,-0.0812999999999997,infected,variance,0%
295,51.0,0.022299999999999542,infected,variance,0%
296,52.0,0.05830000000000002,infected,variance,0%
297,53.0,0.0995999999999988,infected,variance,0%
298,54.0,-0.045300000000001006,infected,variance,0%
299,55.0,0.29930000000000234,infected,variance,0%
300,56.0,0.34299999999999997,infected,variance,0%
301,57.0,0.3263999999999996,infected,variance,0%
302,58.0,0.4912000000000001,infected,variance,0%
303,59.0,0.6181999999999999,infected,variance,0%
304,60.0,0.4862000000000002,infected,variance,0%
305,0.0,0.0,infected,variance,10%
306,1.0,0.0,infected,variance,10%
307,2.0,0.0049999999999999906,infected,variance,10%
308,3.0,0.0007000000000000062,infected,variance,10%
309,4.0,0.0046000000000000485,infected,variance,10%
310,5.0,-0.007900000000000018,infected,variance,10%
311,6.0,-0.1068,infected,variance,10%
312,7.0,0.0043999999999999595,infected,variance,10%
313,8.0,0.0005999999999999339,infected,variance,10%
314,9.0,0.035600000000000076,infected,variance,10%
315,10.0,0.019099999999999895,infected,variance,10%
316,11.0,0.11829999999999963,infected,variance,10%
317,12.0,0.1288999999999998,infected,variance,10%
318,13.0,0.23179999999999978,infected,variance,10%
319,14.0,0.23110000000000142,infected,variance,10%
320,15.0,-0.2783000000000002,infected,variance,10%
321,16.0,-0.2113000000000005,infected,variance,10%
322,17.0,-0.2950000000000008,infected,variance,10%
323,18.0,-0.4007000000000005,infected,variance,10%
324,19.0,-0.6204999999999998,infected,variance,10%
325,20.0,-0.8507999999999996,infected,variance,10%
326,21.0,-0.2694999999999972,infected,variance,10%
327,22.0,-0.049300000000000566,infected,variance,10%
328,23.0,0.013099999999999667,infected,variance,10%
329,24.0,0.2748999999999988,infected,variance,10%
330,25.0,0.4435000000000002,infected,variance,10%
331,26.0,0.32679999999999865,infected,variance,10%
332,27.0,0.6297999999999995,infected,variance,10%
333,28.0,0.2829000000000015,infected,variance,10%
334,29.0,0.010999999999999233,infected,variance,10%
335,30.0,0.15050000000000008,infected,variance,10%
336,31.0,0.24969999999999892,infected,variance,10%
337,32.0,0.00879999999999903,infected,variance,10%
338,33.0,-0.20180000000000042,infected,variance,10%
339,34.0,0.0475999999999992,infected,variance,10%
340,35.0,0.033900000000002706,infected,variance,10%
341,36.0,-0.10760000000000058,infected,variance,10%
342,37.0,-0.0019000000000000128,infected,variance,10%
343,38.0,-0.18039999999999967,infected,variance,10%
344,39.0,-0.36819999999999986,infected,variance,10%
345,40.0,0.13620000000000054,infected,variance,10%
346,41.0,0.6011999999999986,infected,variance,10%
347,42.0,0.29960000000000164,infected,variance,10%
348,43.0,-0.1705000000000001,infected,variance,10%
349,44.0,-0.42959999999999976,infected,variance,10%
350,45.0,-0.5926999999999998,infected,variance,10%
351,46.0,-0.5917999999999992,infected,variance,10%
352,47.0,-0.6288999999999998,infected,variance,10%
353,48.0,-1.3727999999999998,infected,variance,10%
354,49.0,-0.8292000000000002,infected,variance,10%
355,50.0,-0.0748000000000002,infected,variance,10%
356,51.0,-0.017000000000000348,infected,variance,10%
357,52.0,0.17030000000000012,infected,variance,10%
358,53.0,0.21780000000000044,infected,variance,10%
359,54.0,0.0666999999999991,infected,variance,10%
360,55.0,0.23470000000000013,infected,variance,10%
361,56.0,0.6831999999999994,infected,variance,10%
362,57.0,-0.034600000000000186,infected,variance,10%
363,58.0,0.03739999999999988,infected,variance,10%
364,59.0,0.05749999999999922,infected,variance,10%
365,60.0,0.2223000000000006,infected,variance,10%
366,0.0,0.0,infected,variance,40%
367,1.0,0.0,infected,variance,40%
368,2.0,0.0031999999999999945,infected,variance,40%
369,3.0,0.005400000000000002,infected,variance,40%
370,4.0,0.012000000000000038,infected,variance,40%
371,5.0,-0.008999999999999952,infected,variance,40%
372,6.0,0.04689999999999994,infected,variance,40%
373,7.0,0.056599999999999984,infected,variance,40%
374,8.0,0.013900000000000023,infected,variance,40%
375,9.0,0.024699999999999944,infected,variance,40%
376,10.0,0.0040000000000000036,infected,variance,40%
377,11.0,0.03959999999999986,infected,variance,40%
378,12.0,0.022400000000000198,infected,variance,40%
379,13.0,0.07069999999999999,infected,variance,40%
380,14.0,0.11580000000000013,infected,variance,40%
381,15.0,0.029200000000000115,infected,variance,40%
382,16.0,0.01440000000000019,infected,variance,40%
383,17.0,0.009399999999999853,infected,variance,40%
384,18.0,-0.05449999999999999,infected,variance,40%
385,19.0,-0.030400000000000205,infected,variance,40%
386,20.0,-0.046499999999999986,infected,variance,40%
387,21.0,0.10029999999999983,infected,variance,40%
388,22.0,0.006099999999999994,infected,variance,40%
389,23.0,0.008100000000000218,infected,variance,40%
390,24.0,0.006400000000000183,infected,variance,40%
391,25.0,0.056699999999999307,infected,variance,40%
392,26.0,0.04520000000000035,infected,variance,40%
393,27.0,0.24629999999999974,infected,variance,40%
394,28.0,0.2953999999999999,infected,variance,40%
395,29.0,0.26919999999999966,infected,variance,40%
396,30.0,0.2715000000000001,infected,variance,40%
397,31.0,0.21919999999999984,infected,variance,40%
398,32.0,0.2096,infected,variance,40%
399,33.0,0.2918000000000003,infected,variance,40%
400,34.0,0.6227999999999998,infected,variance,40%
401,35.0,0.4702000000000002,infected,variance,40%
402,36.0,0.11059999999999981,infected,variance,40%
403,37.0,0.19589999999999996,infected,variance,40%
404,38.0,0.19189999999999996,infected,variance,40%
405,39.0,0.25900000000000034,infected,variance,40%
406,40.0,0.4649000000000001,infected,variance,40%
407,41.0,0.4759000000000002,infected,variance,40%
408,42.0,0.4175000000000004,infected,variance,40%
409,43.0,0.19629999999999992,infected,variance,40%
410,44.0,0.20390000000000041,infected,variance,40%
411,45.0,0.14830000000000032,infected,variance,40%
412,46.0,0.07530000000000037,infected,variance,40%
413,47.0,0.06219999999999981,infected,variance,40%
414,48.0,0.12199999999999989,infected,variance,40%
415,49.0,0.20480000000000054,infected,variance,40%
416,50.0,-0.02010000000000023,infected,variance,40%
417,51.0,0.07759999999999989,infected,variance,40%
418,52.0,0.1679999999999997,infected,variance,40%
419,53.0,0.0,infected,variance,40%
420,54.0,-0.27449999999999974,infected,variance,40%
421,55.0,-0.17019999999999946,infected,variance,40%
422,56.0,-0.12439999999999962,infected,variance,40%
423,57.0,0.08530000000000015,infected,variance,40%
424,58.0,0.00019999999999997797,infected,variance,40%
425,59.0,-0.1506000000000003,infected,variance,40%
426,60.0,-0.15519999999999978,infected,variance,40%
427,0.0,0.0,infected,variance,70%
428,1.0,0.0,infected,variance,70%
429,2.0,0.003700000000000002,infected,variance,70%
430,3.0,0.0063,infected,variance,70%
431,4.0,0.003699999999999995,infected,variance,70%
432,5.0,0.005100000000000021,infected,variance,70%
433,6.0,0.012300000000000005,infected,variance,70%
434,7.0,0.008500000000000008,infected,variance,70%
435,8.0,0.0116,infected,variance,70%
436,9.0,0.008199999999999985,infected,variance,70%
437,10.0,-0.006700000000000039,infected,variance,70%
438,11.0,-9.999999999998899e-05,infected,variance,70%
439,12.0,-0.008700000000000041,infected,variance,70%
440,13.0,-0.0132000000000001,infected,variance,70%
441,14.0,-0.043099999999999916,infected,variance,70%
442,15.0,-0.022199999999999998,infected,variance,70%
443,16.0,-0.02760000000000007,infected,variance,70%
444,17.0,-0.0504,infected,variance,70%
445,18.0,-0.03310000000000002,infected,variance,70%
446,19.0,-0.011599999999999944,infected,variance,70%
447,20.0,-0.028699999999999948,infected,variance,70%
448,21.0,-0.017100000000000115,infected,variance,70%
449,22.0,-0.008199999999999985,infected,variance,70%
450,23.0,-0.05259999999999998,infected,variance,70%
451,24.0,-0.06780000000000008,infected,variance,70%
452,25.0,-0.10129999999999995,infected,variance,70%
453,26.0,-0.07269999999999988,infected,variance,70%
454,27.0,-0.0472999999999999,infected,variance,70%
455,28.0,-0.09329999999999994,infected,variance,70%
456,29.0,-0.042300000000000004,infected,variance,70%
457,30.0,-0.06869999999999998,infected,variance,70%
458,31.0,-0.15149999999999997,infected,variance,70%
459,32.0,-0.11909999999999998,infected,variance,70%
460,33.0,-0.11429999999999985,infected,variance,70%
461,34.0,-0.11029999999999984,infected,variance,70%
462,35.0,-0.0826,infected,variance,70%
463,36.0,-0.023399999999999976,infected,variance,70%
464,37.0,0.018900000000000028,infected,variance,70%
465,38.0,0.07810000000000006,infected,variance,70%
466,39.0,0.08250000000000002,infected,variance,70%
467,40.0,0.0855999999999999,infected,variance,70%
468,41.0,0.05610000000000004,infected,variance,70%
469,42.0,0.07569999999999988,infected,variance,70%
470,43.0,0.051999999999999935,infected,variance,70%
471,44.0,0.0494,infected,variance,70%
472,45.0,0.04509999999999992,infected,variance,70%
473,46.0,0.08019999999999994,infected,variance,70%
474,47.0,0.0676000000000001,infected,variance,70%
475,48.0,0.0814999999999999,infected,variance,70%
476,49.0,0.06800000000000006,infected,variance,70%
477,50.0,0.025499999999999967,infected,variance,70%
478,51.0,0.04249999999999998,infected,variance,70%
479,52.0,0.03400000000000003,infected,variance,70%
480,53.0,0.04600000000000004,infected,variance,70%
481,54.0,0.03849999999999987,infected,variance,70%
482,55.0,0.04259999999999997,infected,variance,70%
